车辆id,年超载行驶次数范围,年超速行驶次数范围,年夜晚行驶次数范围,年异地行驶次数范围,年高速总里程范围,年高速行驶时间范围,平均单次出行里程范围,平均行驶速度范围,安全评分
5100,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",93
5101,"[0, 1)","[20, inf)","[15, inf)","[1, 10)","[4000, 10000)","[30, 45)","[75, 120)","[84, inf)",28
5102,"[0, 1)","[1, 12)","[5, 15)","[20, inf)","[2400, 4000)","[45, 80)","[75, 120)","[64, 72)",13
5103,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[10, 20)","[55, 75)","[64, 72)",27
5104,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",81
5105,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",82
5106,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[15, 25)","[64, 72)",45
5107,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[72, 84)",23
5108,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[2400, 4000)","[10, 20)","[35, 45)","[84, inf)",28
5109,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[45, 55)","[72, 84)",68
5110,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[84, inf)",42
5111,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[64, 72)",26
5112,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[35, 45)","[64, 72)",62
5113,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",28
5114,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",59
5115,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[2400, 4000)","[20, 30)","[120, inf)","[84, inf)",34
5116,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",82
5117,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[64, 72)",69
5118,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[75, 120)","[72, 84)",58
5119,"[0, 1)","[20, inf)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[75, 120)","[72, 84)",9
5120,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[72, 84)",53
5121,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[75, 120)","[0, 56)",75
5122,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[64, 72)",98
5123,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[0, 600)","[10, 20)","[25, 35)","[0, 56)",35
5124,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",80
5125,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",79
5126,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[600, 1200)","[0, 10)","[15, 25)","[64, 72)",67
5127,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",44
5128,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[84, inf)",69
5129,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[75, 120)","[0, 56)",41
5130,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[15, 25)","[56, 64)",77
5131,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",47
5132,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[56, 64)",55
5133,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",55
5134,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",77
5135,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[4000, 10000)","[80, 140)","[120, inf)","[72, 84)",10
5136,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",48
5137,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[4000, 10000)","[45, 80)","[15, 25)","[56, 64)",50
5138,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[64, 72)",49
5139,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",82
5140,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[35, 45)","[72, 84)",67
5141,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[35, 45)","[64, 72)",91
5142,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[2400, 4000)","[45, 80)","[75, 120)","[56, 64)",54
5143,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[55, 75)","[72, 84)",41
5144,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[0, 56)",49
5145,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[64, 72)",63
5146,"[0, 1)","[0, 1)","[1, 5)","[10, 20)","[1200, 2400)","[10, 20)","[120, inf)","[64, 72)",70
5147,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",46
5148,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[10, 20)","[55, 75)","[72, 84)",33
5149,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",48
5150,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[15, 25)","[56, 64)",92
5151,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",57
5152,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[4000, 10000)","[45, 80)","[15, 25)","[72, 84)",29
5153,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[72, 84)",82
5154,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[4000, 10000)","[45, 80)","[35, 45)","[72, 84)",53
5155,"[0, 1)","[0, 1)","[1, 5)","[10, 20)","[4000, 10000)","[80, 140)","[75, 120)","[64, 72)",40
5156,"[0, 1)","[20, inf)","[15, inf)","[0, 1)","[1200, 2400)","[10, 20)","[15, 25)","[84, inf)",63
5157,"[0, 1)","[1, 12)","[15, inf)","[1, 10)","[4000, 10000)","[80, 140)","[35, 45)","[72, 84)",39
5158,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",55
5159,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",83
5160,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[55, 75)","[72, 84)",79
5161,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",80
5162,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",38
5163,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[64, 72)",33
5164,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[20, 30)","[120, inf)","[0, 56)",34
5165,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",72
5166,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[56, 64)",85
5167,"[0, 1)","[1, 12)","[1, 5)","[10, 20)","[2400, 4000)","[30, 45)","[120, inf)","[84, inf)",29
5168,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[30, 45)","[120, inf)","[0, 56)",30
5169,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[72, 84)",22
5170,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[30, 45)","[120, inf)","[64, 72)",70
5171,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",55
5172,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",82
5173,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[56, 64)",46
5174,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[45, 55)","[84, inf)",15
5175,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",78
5176,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[56, 64)",44
5177,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[72, 84)",46
5178,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[64, 72)",34
5179,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",58
5180,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",75
5181,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[10, 20)","[15, 25)","[0, 56)",36
5182,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",83
5183,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[1200, 2400)","[20, 30)","[55, 75)","[64, 72)",63
5184,"[0, 1)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[84, inf)",12
5185,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",69
5186,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[56, 64)",68
5187,"[0, 1)","[0, 1)","[15, inf)","[0, 1)","[2400, 4000)","[30, 45)","[35, 45)","[64, 72)",55
5188,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",62
5189,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",55
5190,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[4000, 10000)","[45, 80)","[120, inf)","[56, 64)",50
5191,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[56, 64)",73
5192,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[10000, inf)","[140, inf)","[120, inf)","[72, 84)",21
5193,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[45, 55)","[72, 84)",66
5194,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",90
5195,"[0, 1)","[0, 1)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[64, 72)",14
5196,"[0, 1)","[20, inf)","[5, 15)","[20, inf)","[10000, inf)","[140, inf)","[25, 35)","[64, 72)",12
5197,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[72, 84)",46
5198,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[20, 30)","[55, 75)","[0, 56)",77
5199,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[30, 45)","[120, inf)","[64, 72)",55
5200,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",86
5201,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",79
5202,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[1200, 2400)","[45, 80)","[75, 120)","[56, 64)",56
5203,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[35, 45)","[64, 72)",84
5204,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",44
5205,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[56, 64)",46
5206,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[2400, 4000)","[30, 45)","[25, 35)","[64, 72)",26
5207,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",47
5208,"[0, 1)","[1, 12)","[5, 15)","[20, inf)","[4000, 10000)","[80, 140)","[120, inf)","[56, 64)",10
5209,"[0, 1)","[0, 1)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[25, 35)","[56, 64)",24
5210,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[45, 55)","[72, 84)",81
5211,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[84, inf)",22
5212,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[2400, 4000)","[20, 30)","[120, inf)","[72, 84)",53
5213,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[56, 64)",68
5214,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[2400, 4000)","[30, 45)","[15, 25)","[64, 72)",45
5215,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[72, 84)",52
5216,"[0, 1)","[0, 1)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[56, 64)",17
5217,"[0, 1)","[20, inf)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[75, 120)","[72, 84)",12
5218,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",66
5219,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[64, 72)",90
5220,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",87
5221,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[56, 64)",91
5222,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",76
5223,"[0, 1)","[20, inf)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[25, 35)","[84, inf)",19
5224,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",70
5225,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[55, 75)","[72, 84)",39
5226,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[45, 80)","[15, 25)","[64, 72)",36
5227,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[10, 20)","[75, 120)","[0, 56)",35
5228,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",37
5229,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",29
5230,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",65
5231,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[72, 84)",62
5232,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[45, 80)","[35, 45)","[0, 56)",33
5233,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[2400, 4000)","[45, 80)","[120, inf)","[72, 84)",12
5234,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[10, 20)","[120, inf)","[0, 56)",65
5235,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",90
5236,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[45, 55)","[64, 72)",29
5237,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",55
5238,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[0, 56)",68
5239,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",73
5240,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",29
5241,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",73
5242,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[15, 25)","[64, 72)",47
5243,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[2400, 4000)","[45, 80)","[120, inf)","[56, 64)",63
5244,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[56, 64)",66
5245,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[64, 72)",33
5246,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",48
5247,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[25, 35)","[64, 72)",35
5248,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",76
5249,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[55, 75)","[72, 84)",78
5250,"[0, 1)","[12, 20)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[75, 120)","[84, inf)",16
5251,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",45
5252,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[55, 75)","[72, 84)",41
5253,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[20, 30)","[0, 15)","[0, 56)",64
5254,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",74
5255,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",90
5256,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[10000, inf)","[140, inf)","[75, 120)","[84, inf)",11
5257,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[35, 45)","[72, 84)",57
5258,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",75
5259,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[55, 75)","[72, 84)",39
5260,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",46
5261,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",67
5262,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",69
5263,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[45, 55)","[72, 84)",18
5264,"[0, 1)","[20, inf)","[15, inf)","[10, 20)","[10000, inf)","[140, inf)","[120, inf)","[84, inf)",10
5265,"[0, 1)","[20, inf)","[15, inf)","[0, 1)","[2400, 4000)","[20, 30)","[15, 25)","[84, inf)",51
5266,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[56, 64)",30
5267,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",47
5268,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[56, 64)",48
5269,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",81
5270,"[1, 10)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",18
5271,"[0, 1)","[1, 12)","[1, 5)","[10, 20)","[4000, 10000)","[45, 80)","[120, inf)","[84, inf)",33
5272,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",81
5273,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[0, 600)","[10, 20)","[0, 15)","[0, 56)",93
5274,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",62
5275,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",88
5276,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[75, 120)","[72, 84)",57
5277,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[56, 64)",66
5278,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[45, 55)","[72, 84)",46
5279,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[1200, 2400)","[10, 20)","[55, 75)","[84, inf)",41
5280,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[84, inf)",30
5281,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",49
5282,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",44
5283,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[72, 84)",42
5284,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[75, 120)","[72, 84)",60
5285,"[0, 1)","[20, inf)","[5, 15)","[20, inf)","[10000, inf)","[80, 140)","[120, inf)","[84, inf)",23
5286,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[25, 35)","[0, 56)",69
5287,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[2400, 4000)","[45, 80)","[120, inf)","[56, 64)",13
5288,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[35, 45)","[72, 84)",65
5289,"[1, 10)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[64, 72)",6
5290,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[84, inf)",23
5291,"[0, 1)","[0, 1)","[1, 5)","[10, 20)","[1200, 2400)","[30, 45)","[120, inf)","[72, 84)",65
5292,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[0, 56)",38
5293,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",80
5294,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[35, 45)","[72, 84)",52
5295,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[600, 1200)","[10, 20)","[25, 35)","[56, 64)",92
5296,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[25, 35)","[72, 84)",35
5297,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",38
5298,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[4000, 10000)","[80, 140)","[55, 75)","[72, 84)",9
5299,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[72, 84)",23
5300,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[4000, 10000)","[45, 80)","[55, 75)","[84, inf)",10
5301,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[72, 84)",49
5302,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[84, inf)",51
5303,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[56, 64)",23
5304,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",78
5305,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",90
5306,"[0, 1)","[1, 12)","[5, 15)","[10, 20)","[10000, inf)","[140, inf)","[120, inf)","[64, 72)",20
5307,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",49
5308,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[84, inf)",35
5309,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[64, 72)",66
5310,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[55, 75)","[84, inf)",58
5311,"[1, 10)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[25, 35)","[0, 56)",19
5312,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[2400, 4000)","[45, 80)","[120, inf)","[72, 84)",52
5313,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[56, 64)",74
5314,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",47
5315,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[72, 84)",59
5316,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[2400, 4000)","[20, 30)","[120, inf)","[84, inf)",41
5317,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[120, inf)","[72, 84)",19
5318,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[120, inf)","[64, 72)",68
5319,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[72, 84)",72
5320,"[0, 1)","[1, 12)","[5, 15)","[20, inf)","[4000, 10000)","[80, 140)","[120, inf)","[72, 84)",38
